Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I315410002;Salle de gymnastique/boxe;11 Allée Emile Aders;31840;Seilh;31541;1.3545742035785224;43.694570660645695;True;Attribué;38568;44047;44047;true;17.06.2020;true;false;;"{""Handicap moteur""}";{Bus};;;E002I315410002;Salle de boxe;1802;Salle de boxe;Salle de combat;validé;;;true;false;false;false;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;10.0;11.0;11.0;120.0;;;0.0;2.0;;;;;;;;;;;2018;;;;"{""Local de rangement"",""Bureau(x) club(s)""}";;{Electricité};Clubs sportifs, comités, ligues, fédérations,Individuel(s), famille(s);;Parquet;Intérieur;;;;;Commune;Association(s);Association(s);;;"{""3101"",""4501""}";Salles de pratiques collectives;43.694570660645695, 1.3545742035785224;31541;Seilh;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315410004;Groupe scolaire L'Annonciation;7 Chemin Percin;31840;Seilh;31541;1.36757;43.67923;True;Validé;38568;44000;44000;true;18.06.2020;false;true;Etablissement scolaire;"{""Handicap moteur""}";;;;E002I315410004;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;false;true;false;;true;;;false;;false;false;;false;;;false;;;3.0;6.0;13.0;20.0;260.0;0.0;0.0;0.0;2.0;;;;;;;;;;;2001;;;{R,X};"{""Local de rangement""}";;{Electricité,Gaz};Scolaires, universités;;Béton;Intérieur;1995-2004;;;;Association(s);;Etablissement d'enseignement privé;;;"{""3501"",""3601"",""4701"",""8801""}";Salles de pratiques collectives;43.67923, 1.36757;31541;Seilh;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550003;Centre d'animation des chamois;11 rue des chamois;31000;Toulouse;31555;1.44284;43.63916;True;Validé;38686;42741;42741;true;42741;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550003;Salle polyvalente;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;true;false;false;true;false;true;true;true;;false;;;false;false;false;false;;;;;3.0;;6.0;15.0;80.0;;0.0;0.0;0.0;;;;;;;;;;http://www.mairie-toulouse.fr;;;{};{L};"{Reception/accueil,""Bureau(x) club(s)"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Carrelage;Intérieur;1965-1974;;;;Commune;;Commune;;;"{""8901"",""3501""}";Salles de pratiques collectives;43.63916, 1.44284;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550007;Bodypilates;34 Boulevard lazare carnot;31000;Toulouse;31555;1.45096;43.604;True;Validé;38658;42759;42759;false;42520;false;false;;{};{Métro,Bus};;;E001I315550007;Salle de pilate;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;false;false;;false;false;;false;;;false;;;;3.0;7.0;10.0;100.0;;0.0;0.0;2.0;;;;;;;;;;;2005;;{};{};"{Reception/accueil,""Local de rangement"",Autre}";{};{Gaz};Individuel(s), famille(s);{};Carrelage;Intérieur;A partir de 2005;;;;Privé non commercial;;Etablissement privé commercial;;;"{""8901"",""3501""}";Salles de pratiques collectives;43.604, 1.45096;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550007;Bodypilates;34 Boulevard lazare carnot;31000;Toulouse;31555;1.45096;43.604;True;Validé;38658;42759;42759;false;42520;false;false;;{};{Métro,Bus};;;E004I315550007;Salle de pilate 3;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;false;false;;false;false;;false;;;false;;;;3.0;7.0;10.0;100.0;;0.0;0.0;2.0;;;;;;;;;;;2005;;{};{};"{Reception/accueil,""Local de rangement"",Autre}";{};{Gaz};Individuel(s), famille(s);{};Carrelage;Intérieur;A partir de 2005;;;;Privé non commercial;;Etablissement privé commercial;;;"{""8901"",""3501""}";Salles de pratiques collectives;43.604, 1.45096;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550010;Play Soccer;33 - 35 Avenue de Larrieu;31000;Toulouse;31555;1.40962;43.55119;True;Validé;41257;42710;42710;true;42675;false;false;;"{""Handicap moteur""}";{Bus};;;E001I315550010;Terrain de foot Intérieur à 5;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;false;false;true;true;false;true;true;false;;true;;;true;;true;false;;true;;;false;;;5.0;8.0;20.0;30.0;600.0;;0.0;0.0;2.0;;;;;;;;;;;2012;PLAY SOCCER;{};{X};"{Reception/accueil,Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;43.55119, 1.40962;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550010;Play Soccer;33 - 35 Avenue de Larrieu;31000;Toulouse;31555;1.40974;43.55113;True;Validé;41257;42710;42710;true;42675;false;false;;"{""Handicap moteur""}";{Bus};;;E003I315550010;Terrain Intérieur de foot à 4;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;;false;;true;false;true;true;false;false;true;;;true;;true;false;false;true;false;;false;;;;8.0;12.0;15.0;180.0;;0.0;0.0;2.0;;;;;;;;;;;2012;PLAY SOCCER;{};{};"{Reception/accueil,Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;43.55113, 1.40974;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550015;Espace Job;105 Route de Blagnac;31000;Toulouse;31555;1.40719;43.61603;True;Attribué;41255;45267;42752;true;42752;false;false;;"{""Handicap moteur"",""Handicap sensoriel""}";{Bus};;;E003I315550015;Salle polyvalente n°2;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;validé;;;true;false;false;;true;false;true;true;false;false;true;true;true;true;;true;true;true;true;;;true;;;;;;;50.0;;0.0;0.0;2.0;;;;;;;;;;;2012;;{};{};"{Reception/accueil,""Bureau(x) club(s)""}";{};{Solaire,Autre};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Parquet;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""8901"",""2402"",""3501"",""7801""}";Salles de pratiques collectives;43.61603, 1.40719;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550016;URBAN SOCCER TOULOUSE MONTAUDRAN;5 Chemin Carosse;31000;Toulouse;31555;1.48015;43.57453;True;Validé;41263;42711;42711;false;42675;false;false;;{};{Bus,Train};;;E001I315550016;Terrains Intérieurs;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;false;false;;;false;;false;false;;false;;;false;;;;;20.0;40.0;800.0;4.0;0.0;0.0;4.0;;;;;;;;;;;2012;UrbanSoccer - Toulouse Montaudran;{};{};"{Reception/accueil,Buvette,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;43.57453, 1.48015;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550016;URBAN SOCCER TOULOUSE MONTAUDRAN;5 Chemin Carosse;31000;Toulouse;31555;1.48015;43.57453;True;Validé;41263;42711;42711;false;42675;false;false;;{};{Bus,Train};;;E005I315550016;Terrains Intérieurs 4;2128;Terrain de soccer;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;false;false;;;false;;false;false;;false;;;false;;;;;20.0;40.0;800.0;4.0;0.0;0.0;4.0;;;;;;;;;;;2012;UrbanSoccer - Toulouse Montaudran;{};{};"{Reception/accueil,Buvette,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Gazon synthétique;Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2901""}";Salles de pratiques collectives;43.57453, 1.48015;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550020;Complexe de l'Orangeraie;16 Rue des Cosmonautes;31000;Toulouse;31555;1.49563;43.56218;True;Validé;41263;42745;42745;true;42745;false;false;;"{""Handicap moteur""}";{Bus};;;E008I315550020;Terrain de Badminton 2;2119;Salle ou terrain de badminton;Salle ou terrain spécialisé;validé;;;true;false;true;true;true;false;true;true;false;;true;true;true;true;;true;false;false;true;false;;false;;;4.0;7.0;6.0;14.0;84.0;;0.0;0.0;2.0;;;;;;;;;;;2011;;{Sauna};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";{};{Electricité};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""701""}";Salles de pratiques collectives;43.56218, 1.49563;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550020;Complexe de l'Orangeraie;16 Rue des Cosmonautes;31000;Toulouse;31555;1.49564;43.56219;True;Validé;41263;42745;42745;true;42745;false;false;;"{""Handicap moteur""}";{Bus};;;E012I315550020;Terrain de squash 4;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;true;true;false;true;true;false;;true;true;true;true;;true;false;false;true;false;;false;;2015;4.0;7.0;7.0;10.0;70.0;;0.0;0.0;2.0;;;;;;;;;;;2011;;{Sauna};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";"{""Vétusté normale""}";{Electricité};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Parquet;Intérieur;A partir de 2005;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.56219, 1.49564;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550031;INTERVAL Portet;281 Route d'Espagne;31000;Toulouse;31555;1.42123;43.55;True;Validé;41287;42647;42647;false;42527;false;false;;{};{Bus};;;E002I315550031;Espace Cardio-Training;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;false;false;false;;false;;;;4.0;8.0;10.0;80.0;25.0;0.0;0.0;7.0;;;;;;;;;;http://amazonia.fr/;2007;;{};{};"{Reception/accueil,""Local de rangement"",Autre}";{};{Electricité};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.55, 1.42123;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550033;INTERVAL Balma;175 Avenue Jean Chaubet;31000;Toulouse;31555;1.48382;43.607;True;Validé;41287;42647;42647;false;42527;false;false;;{};{Bus};;;E001I315550033;Espace Musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;;;false;;false;;;false;;;false;;false;;;;;;;;;;;;0.0;;;;;;;;;;;;http://amazonia.fr/;;;{};{};{};{};{};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3602""}";Salles de pratiques collectives;43.607, 1.48382;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550075;Complexe Alex Jany;Chemin du Verdon;31000;Toulouse;31555;1.47824;43.62385;True;Validé;41252;42712;42712;true;42608;false;true;Complexe sportif;"{""Handicap moteur"",""Handicap sensoriel""}";{Métro,Bus};;;E001I315550075;Petit bassin ludique;103;Bassin ludique de natation;Bassin de natation;validé;;;true;false;true;true;true;false;true;true;false;true;true;true;;true;true;true;true;;true;;true;true;;;;;;;;;350.0;1.0;1.0;;;;15.0;10.0;150.0;0.7;1.3;;;2012;;{Solarium};{};{Reception/accueil,Buvette,Infirmierie};{};{Solaire,Autre};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Carrelage;Intérieur;A partir de 2005;;;;Commune;;Commune;;;"{""5206""}";Bassin de natation;43.62385, 1.47824;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550089;Boulodrome Carbonne;8 rue des Gongous;31000;Toulouse;31555;1.46002;43.60843;True;Validé;38568;42739;42739;true;42739;false;false;;"{""Handicap moteur""}";{Bus};;;E003I315550089;"Boulodrome Carbonne ""Couvert""";201;Terrain de boules;Boulodrome;validé;;;true;false;false;;true;false;false;true;false;;true;;;false;;;false;false;false;false;;;;;;4.0;7.0;28.0;196.0;3.0;0.0;0.0;0.0;;;;;;;;;;http://www.mairie-toulouse.fr;1989;;{};{};"{""Club(s) house"",""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Intérieur;1985-1994;;;;Commune;;Commune;;;"{""7203""}";Equipements Ext.;43.60843, 1.46002;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550091;Boulodrome Croix Daurade;5 Rue Francis Lopez;31000;Toulouse;31555;1.46264;43.63629;True;Validé;38568;42710;42710;true;42536;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E003I315550091;Piste intérieure de boule lyonnaise;201;Terrain de boules;Boulodrome;validé;;;true;false;false;;true;false;false;true;false;;true;true;;false;;;false;false;false;false;;;;;5.0;;3.0;27.0;81.0;1.0;0.0;0.0;0.0;;;;;;;;;;http://www.mairie-toulouse.fr;;;{};{L};"{""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Stabilisé/cendrée;Intérieur;1965-1974;;;;Commune;;Commune;;;"{""7203""}";Equipements Ext.;43.63629, 1.46264;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550136;Lycée polyvalent RAYMOND NAVES;139 Route d'ALBI;31000;Toulouse;31555;1.46313;43.63877;True;Validé;38568;45240;45240;true;42767;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Bus};;;E002I315550136;Salle multisports - Aire couverte;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;true;;false;false;false;true;false;;false;;2008;2.0;7.0;24.0;40.0;960.0;;0.0;1.0;6.0;;;;;;;;;;http://www.ac-toulouse.fr;1961;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Inadaptation aux attentes des usagers"",""Vétusté normale""}";{};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1945-1964;;A partir de 2005;;Région;;Région;Etablissement Public;;"{""701"",""1101"",""2901"",""3701"",""8801""}";Salles de pratiques collectives;43.63877, 1.46313;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550137;Lycée des ARENES;4 PLACE EMILE MALE;31000;Toulouse;31555;1.41848;43.59227;True;Validé;38568;42752;42752;true;42752;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus,Train};;;E001I315550137;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;false;true;false;;true;true;;true;;true;false;false;true;false;;false;;2016;2.0;5.0;16.0;19.0;304.0;0.0;0.0;0.0;1.0;;;;;;;;;;;1990;;{};{R};{Infirmierie};"{""Vétusté normale""}";{Gaz};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1985-1994;;A partir de 2005;;Région;;Région;;;"{""8901"",""3401""}";Salles de pratiques collectives;43.59227, 1.41848;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550138;Lycée BERTHELOT;14 Rue François Longaud;31000;Toulouse;31555;1.4434;43.58729;True;Validé;38568;42713;42713;true;42620;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E004I315550138;Salle de gymnastique A - Salle d'Agrès;2106;Salle de gymnastique sportive;Salle ou terrain spécialisé;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;true;false;false;true;false;;false;;;2.0;6.0;10.0;20.0;200.0;0.0;0.0;1.0;6.0;;;;;;;;;;;2002;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Région;;Région;;;"{""3408"",""3401"",""3501""}";Salles de pratiques collectives;43.58729, 1.4434;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550140;Lycée polyvalent BELLEVUE;135 route de NARBONNE;31000;Toulouse;31555;1.46179;43.55796;True;Validé;38568;42760;42760;true;42760;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550140;Petit gymnase;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;true;;true;false;false;true;false;;false;;;2.0;7.0;10.0;20.0;200.0;;0.0;2.0;8.0;;;;;;;;;;;1956;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1945-1964;;;;Région;;Région;Etablissement Public;;"{""2402"",""1401"",""8801""}";Salles de pratiques collectives;43.55796, 1.46179;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550140;Lycée polyvalent BELLEVUE;135 route de NARBONNE;31000;Toulouse;31555;1.46192;43.55801;True;Validé;38568;42760;42760;true;42760;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E004I315550140;Mur d'escalade;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;validé;;;true;false;false;;true;false;true;true;false;;false;true;false;true;;true;false;false;true;false;;false;;2009;2.0;4.0;5.0;15.0;75.0;;0.0;2.0;8.0;;3.0;60.0;;;;;;;;1998;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Vétusté normale""}";{};Scolaires, universités;{};Béton;Intérieur;1995-2004;;A partir de 2005;;Région;;Région;;;"{""4802""}";Autres équipements;43.55801, 1.46192;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550140;Lycée polyvalent BELLEVUE;135 route de NARBONNE;31000;Toulouse;31555;1.46183;43.55773;True;Validé;38568;42760;42760;true;42760;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E005I315550140;Salle de Gymnastique / danse;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;true;;true;false;false;true;false;;false;;;2.0;4.0;10.0;15.0;150.0;;0.0;2.0;8.0;;;;;;;;;;;1989;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Scolaires, universités;{};Carrelage;Intérieur;1985-1994;;;;Région;;Région;;;"{""8901"",""2402"",""6601"",""3408"",""3403"",""4701""}";Salles de pratiques collectives;43.55773, 1.46183;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550140;Lycée polyvalent BELLEVUE;135 route de NARBONNE;31000;Toulouse;31555;1.46197;43.55803;True;Validé;38568;42760;42760;true;42760;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E012I315550140;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;true;true;false;true;;true;false;false;true;false;;false;;;2.0;3.0;4.0;25.0;100.0;20.0;0.0;2.0;8.0;;;;;;;;;;;;;{};{R};"{""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Région;;Région;;;"{""3601"",""3602""}";Salles de pratiques collectives;43.55803, 1.46197;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550141;Bowling de Gramont;Chemin de Gabardie;31000;Toulouse;31555;1.48641;43.63189;True;Validé;38568;42709;42709;true;42516;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550141;Piste de bowling;301;Bowling;Bowling;validé;;;true;false;false;;true;false;false;true;false;;true;;;true;;false;false;false;true;false;;false;;;2.0;3.0;30.0;50.0;1 500.0;26.0;0.0;0.0;1.0;;;;;;;;;;;2004;;{};{};"{Reception/accueil,Buvette,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""1301""}";Autres équipements;43.63189, 1.48641;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550142;Bowling Center- les MINIMES;108 Bis Avenue des minimes;31000;Toulouse;31555;1.4353;43.62186;True;Validé;38568;42709;42709;false;42516;false;false;;{};{Métro,Bus};;;E001I315550142;Bowling;301;Bowling;Bowling;validé;;;true;false;false;;true;false;false;true;false;;false;;;false;;false;false;;false;;;false;;2000;4.0;3.0;20.0;27.0;540.0;14.0;0.0;0.0;1.0;;;;;;;;;;http://www.bowlings-toulouse.com;1967;;{};{L};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Parquet;Intérieur;1965-1974;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""1301""}";Autres équipements;43.62186, 1.4353;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550143;DEFI KART;6 rue GARCIA LORCA;31000;Toulouse;31555;1.42549;43.63404;True;Validé;38568;42709;42709;false;42675;false;false;;{};{Bus};;;E001I315550143;DEFI KART;409;Piste de kart;Circuit/piste de sports mécaniques;validé;;;true;false;false;;true;false;false;true;false;false;false;;;false;false;;false;;false;false;false;;;;5.0;5.0;6.0;400.0;2 400.0;1.0;30.0;0.0;0.0;;;;;;;;;;http://www.defikart.fr;1995;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Bitume;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7102"",""4901""}";Autres équipements;43.63404, 1.42549;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
