Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I315550308;Movida Club Arcole;8 boulevard d'Arcole;31000;Toulouse;31555;1.44222;43.61106;True;Validé;38568;42758;42758;true;42551;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E003I315550308;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2005;5.0;4.0;14.0;19.0;120.0;;0.0;1.0;2.0;;;;;;;;;;;2001;;{Sauna};{X};"{Reception/accueil,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;A partir de 2005;;Privé non commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.61106, 1.44222;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550309;Movida Gramont;101 Route d'AGDE;31000;Toulouse;31555;1.48056;43.62925;True;Validé;38568;42647;42647;true;42522;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E003I315550309;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;;5.0;5.0;10.0;20.0;200.0;50.0;0.0;0.0;2.0;;;;;;;;;;;1999;;{Sauna};{X};"{Reception/accueil,""Bureau(x) club(s)"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.62925, 1.48056;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550310;Movida club gambetta;25 rue GAMBETTA;31000;Toulouse;31555;1.44192;43.60343;True;Validé;38568;42758;42758;true;42520;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550310;Salle de cours collectifs Gym douce (1er Etage);801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;false;false;false;;false;;false;false;false;false;false;;false;;;5.0;3.0;5.0;20.0;100.0;;0.0;0.0;2.0;;;;;;;;;;http://www.movidaclub.com;1998;;"{""Bain(s) de vapeur/Hammam"",Solarium}";{X};"{Reception/accueil,Buvette,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.60343, 1.44192;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550310;Movida club gambetta;25 rue GAMBETTA;31000;Toulouse;31555;1.44192;43.60331;True;Validé;38568;42758;42758;true;42520;false;false;;"{""Handicap moteur""}";{Métro,Bus};;;E002I315550310;Salle de cours collectifs (Rez de chaussée);801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;true;true;true;;true;;false;false;false;true;false;;false;;;5.0;3.0;10.0;14.0;140.0;;0.0;0.0;2.0;;;;;;;;;;http://www.movidaclub.com;;;"{""Bain(s) de vapeur/Hammam"",Solarium}";{X};"{Reception/accueil,Buvette,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1985-1994;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""2402""}";Salles de pratiques collectives;43.60331, 1.44192;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550311;Lycée professionnel GUYNEMER;43 Rue LEO LAGRANGE;31000;Toulouse;31555;1.45202;43.58734;True;Validé;38568;42752;42752;false;42752;false;true;Etablissement scolaire;{};{Métro,Bus};;;E001I315550311;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;true;true;false;;false;false;;false;;true;false;false;false;false;;false;;;3.0;7.0;11.0;20.0;220.0;0.0;0.0;0.0;1.0;;;;;;;;;;;1960;;{};{R};"{Infirmierie,""Local de rangement""}";{};{Fuel};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1945-1964;;;;Région;;Région;;;"{""3403"",""3602"",""8001""}";Salles de pratiques collectives;43.58734, 1.45202;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550312;CREPS de Toulouse;1 avenue edouard belin;31000;Toulouse;31555;1.47803;43.56837;True;Validé;38568;45222;45222;true;45184;true;true;CREPS ou Ecole nationale;"{""Handicap moteur""}";{Bus};19 310 098 900 014.0;;E002I315550312;Gymnase parquet;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;true;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2002;;7.0;18.0;35.0;630.0;;0.0;0.0;2.0;;;;;;;;;;;;;"{""Bain(s) Bouillonant(s)""}";{L};"{Reception/accueil,Buvette,""Centre médico-sportif"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les normes AFNOR ou les règles fédérales"",""Vétusté normale""}";{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;;Parquet;Intérieur;1945-1964;;1995-2004;;Région;;Etablissement Public;;;"{""8901"",""701"",""1101"",""3501""}";Salles de pratiques collectives;43.56837, 1.47803;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550312;CREPS de Toulouse;1 avenue edouard belin;31000;Toulouse;31555;1.4781;43.56844;True;Validé;38568;45222;45222;true;45184;true;true;CREPS ou Ecole nationale;"{""Handicap moteur""}";{Bus};19 310 098 900 014.0;;E003I315550312;Salle de Musculation gymnase parquet;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;3.0;5.0;8.0;18.0;144.0;8.0;0.0;0.0;2.0;;;;;;;;;;;;;"{""Bain(s) Bouillonant(s)""}";{R};"{Reception/accueil,Buvette,Infirmierie,""Centre médico-sportif"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les règlements"",""Vétusté normale""}";{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;;Parquet;Intérieur;1945-1964;;;;Région;;Etablissement Public;;;"{""3602""}";Salles de pratiques collectives;43.56844, 1.4781;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550312;CREPS de Toulouse;1 avenue edouard belin;31000;Toulouse;31555;1.4789388307077858;43.566281874364215;True;Validé;38568;45222;45222;true;45184;true;true;CREPS ou Ecole nationale;"{""Handicap moteur""}";{Bus};19 310 098 900 014.0;;E007I315550312;Salle de Boxe ( complexe Laurent Fignon);1802;Salle de boxe;Salle de combat;validé;;;true;false;true;true;true;false;true;true;false;true;false;true;true;true;;true;false;false;false;false;;false;;;3.0;6.0;15.0;30.0;450.0;4.0;0.0;0.0;4.0;;;;;;;;;;;1970;;"{""Bain(s) Bouillonant(s)""}";{R};"{Reception/accueil,Buvette,""Centre médico-sportif"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités,Autre - association(s) et groupes divers;;Parquet;Intérieur;1965-1974;;;;Région;;Etablissement Public;;;"{""6601""}";Salles de pratiques collectives;43.566281874364215, 1.4789388307077858;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550312;CREPS de Toulouse;1 avenue edouard belin;31000;Toulouse;31555;1.47863;43.56895;True;Validé;38568;45222;45222;true;45184;true;true;CREPS ou Ecole nationale;"{""Handicap moteur""}";{Bus};19 310 098 900 014.0;;E020I315550312;Cage de Frappe de Baseball couverte;2806;Terrain de baseball /softball;Terrain de grands jeux;validé;;;true;false;true;true;true;false;false;false;false;true;true;true;;;;;false;false;;false;;;;;3.0;4.0;8.0;30.0;240.0;2.0;0.0;;0.0;;;;;;;;;;;2009;;"{""Bain(s) Bouillonant(s)""}";{R};"{Reception/accueil,Buvette,""Centre médico-sportif"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Mise en conformité avec les règlements""}";{};Clubs sportifs, comités, ligues, fédérations;;Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Région;;Etablissement Public;;;"{""801""}";Terrain de grands jeux;43.56895, 1.47863;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550312;CREPS de Toulouse;1 avenue edouard belin;31000;Toulouse;31555;1.473631113767624;43.56763248149946;True;Validé;38568;45222;45222;true;45184;true;true;CREPS ou Ecole nationale;"{""Handicap moteur""}";{Bus};19 310 098 900 014.0;;E031I315550312;Salle d'escalade CAZAUX;2701;Structure Artificielle d'Escalade;Structure Artificielle d'Escalade;validé;;;true;false;;;true;false;true;true;false;true;true;true;true;true;;true;false;false;false;false;;false;;;;3.0;10.0;20.0;200.0;;0.0;;4.0;;;;;;;;;;;2016;CREPS;;;"{Reception/accueil,""Centre médico-sportif"",""Local de rangement"",""Salle(s) de réunion/cours"",Autre}";;{Gaz};Clubs sportifs, comités, ligues, fédérations;;Béton;Intérieur;;;;Modification d'un équipement sportif;Région;;Etablissement Public;;;"{""4802""}";Autres équipements;43.56763248149946, 1.473631113767624;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550313;ISAE-SUPAERO;10 Avenue Edouard Belin;31000;Toulouse;31555;1.47603;43.56559;True;Validé;38568;42758;42758;false;42758;false;false;;{};{Bus};;;E001I315550313;Grande salle;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;true;false;false;true;false;;false;;2005;;7.0;22.0;40.0;880.0;;0.0;1.0;2.0;;;;;;;;;;https://www.isae-supaero.fr/;1972;ISAE-SUPAERO;{};{};"{""Bureau(x) club(s)"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Vétusté normale""}";{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1965-1974;;A partir de 2005;;Etablissement Public;;Etablissement Public;;;"{""701"",""1101"",""2901"",""3701"",""7901"",""8801""}";Salles de pratiques collectives;43.56559, 1.47603;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550313;ISAE-SUPAERO;10 Avenue Edouard Belin;31000;Toulouse;31555;1.47606;43.56561;True;Validé;38568;42758;42758;false;42758;false;false;;{};{Bus};;;E002I315550313;Salle multisports à l'étage;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;false;false;false;true;;true;false;false;true;false;;false;;2005;2.0;4.0;15.0;15.0;225.0;;0.0;1.0;2.0;;;;;;;;;;https://www.isae-supaero.fr/;1972;ISAE-SUPAERO;{};{R};"{""Bureau(x) club(s)"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Vétusté normale""}";{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1965-1974;;A partir de 2005;;Etablissement Public;;Etablissement Public;;;"{""8901"",""2402"",""4401"",""8001""}";Salles de pratiques collectives;43.56561, 1.47606;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550313;ISAE-SUPAERO;10 Avenue Edouard Belin;31000;Toulouse;31555;1.47628;43.56499;True;Validé;38568;42758;42758;false;42758;false;false;;{};{Bus};;;E003I315550313;Bassin mixte de natation;101;Bassin mixte de natation;Bassin de natation;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;true;false;false;true;false;;false;;2005;;;;;;6.0;0.0;0.0;2.0;;;;25.0;15.0;375.0;1.2;2.0;;https://www.isae-supaero.fr/;1978;ISAE-SUPAERO;{};{};"{Reception/accueil,Infirmierie,""Local de rangement""}";"{""Vétusté normale""}";{Electricité};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Carrelage;Intérieur;1975-1984;;A partir de 2005;;Etablissement Public;;Etablissement Public;;;"{""5206"",""2803"",""5201"",""2804"",""5205""}";Bassin de natation;43.56499, 1.47628;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550313;ISAE-SUPAERO;10 Avenue Edouard Belin;31000;Toulouse;31555;1.47602;43.56533;True;Validé;38568;42758;42758;false;42758;false;false;;{};{Bus};;;E008I315550313;Salle de Musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;true;true;;true;;true;false;false;true;false;;false;;;2.0;3.0;8.0;15.0;120.0;;0.0;0.0;2.0;;;;;;;;;;https://www.isae-supaero.fr/;2014;ISAE-SUPAERO;{};{R};"{Reception/accueil,""Bureau(x) club(s)"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Electricité,Gaz};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement Public;;Etablissement Public;;;"{""3602""}";Salles de pratiques collectives;43.56533, 1.47602;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550314;Institut National des Sciences Appliquées (INSA) TOULOUSE;135 Avenue de Rangueil;31000;Toulouse;31555;1.47031;43.56873;True;Validé;38568;42713;42713;true;42604;false;true;Complexe sportif;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550314;Gymnase;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;2012;3.0;9.0;21.0;45.0;945.0;;0.0;1.0;2.0;;;;;;;;;;;1993;;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Fuel};Clubs sportifs, comités, ligues, fédérations,Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1985-1994;;A partir de 2005;;Etat;;Etat;;;"{""701"",""1101"",""2901"",""3701"",""8001"",""8801""}";Salles de pratiques collectives;43.56873, 1.47031;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550314;Institut National des Sciences Appliquées (INSA) TOULOUSE;135 Avenue de Rangueil;31000;Toulouse;31555;1.47054;43.56876;True;Validé;38568;42713;42713;true;42604;false;true;Complexe sportif;"{""Handicap moteur""}";{Métro,Bus};;;E005I315550314;Salle de Musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;true;true;true;true;true;;true;false;false;true;false;;false;;;3.0;4.0;9.0;15.0;129.0;12.0;0.0;1.0;2.0;;;;;;;;;;;2003;;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Infirmierie,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Fuel};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Etat;;Etat;;;"{""3602""}";Salles de pratiques collectives;43.56876, 1.47054;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550319;Collège Emile ZOLA;17 Rue Jean Pierre BLANCHARD;31000;Toulouse;31555;1.44914;43.58803;True;Validé;38568;42758;42758;true;42758;false;true;Etablissement scolaire;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550319;Gymnase;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;true;true;false;;true;true;false;true;;true;false;false;true;false;;false;;;3.0;7.0;12.0;21.0;252.0;;0.0;1.0;2.0;;;;;;;;;;;2001;;{};{X};"{Infirmierie,""Local de rangement""}";{};{Gaz};Scolaires, universités;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Département;;Département;;;"{""701"",""1101"",""6601"",""3401"",""8001"",""8801""}";Salles de pratiques collectives;43.58803, 1.44914;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550320;Collège privé Sainte Marie de Nevers;18-20 rue Merly;31000;Toulouse;31555;1.4435;43.60926;True;Validé;38568;41259;41259;false;41260;false;true;Etablissement scolaire;{};{Métro,Bus};;;E001I315550320;SALLE DE SPORT;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;false;true;false;;false;;;false;false;false;false;;false;;false;false;;;3.0;5.0;15.0;15.0;225.0;;0.0;1.0;0.0;;;;;;;;;;;;Diocèse;{};{R};"{Infirmierie,""Local de rangement""}";{};{};Scolaires, universités;{};Béton;Intérieur;Avant 1945;;;;Privé non commercial;;Etablissement d'enseignement privé;;;"{""3401""}";Salles de pratiques collectives;43.60926, 1.4435;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550321;École et Collège Sainte Marie des Ursulines;34 avenue de la Colonne;31000;Toulouse;31555;1.45926;43.60866;True;Validé;38568;41281;41281;false;41282;false;true;Etablissement scolaire;{};{Métro,Bus};;;E001I315550321;Salle de sport;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;true;true;false;false;true;false;;false;;;false;false;false;false;;false;;false;false;;2000;3.0;3.0;7.0;20.0;140.0;;0.0;0.0;2.0;;;;;;;;;;http://ursulines.eu/;1944;;{};{R};"{""Local de rangement""}";{};{Gaz};Scolaires, universités;{};Parquet;Intérieur;Avant 1945;;1995-2004;;Etablissement d'enseignement privé;;Etablissement d'enseignement privé;;;"{""3401""}";Salles de pratiques collectives;43.60866, 1.45926;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550322;L'union des arts;8 rue Clément;31000;Toulouse;31555;1.4651;43.60557;True;Validé;38568;42741;42741;false;42741;false;false;;{};{Bus};;;E001I315550322;Studio de danse;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;;true;true;;true;false;false;true;false;;false;;;5.0;10.0;10.0;10.0;100.0;;0.0;0.0;2.0;;;;;;;;;;;1993;;{};{R};"{Reception/accueil,""Local de rangement""}";{};{Gaz};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1985-1994;;;;Privé non commercial;;Association(s);Association(s);;"{""8901"",""7801""}";Salles de pratiques collectives;43.60557, 1.4651;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550322;L'union des arts;8 rue Clément;31000;Toulouse;31555;1.4651;43.60555;True;Validé;38568;42741;42741;false;42741;false;false;;{};{Bus};;;E002I315550322;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;false;false;false;;false;;;5.0;4.0;8.0;10.0;80.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{};{R};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1995-2004;;;;Privé non commercial;;Association(s);Association(s);;"{""4301"",""4401"",""7801""}";Salles de pratiques collectives;43.60555, 1.4651;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550322;L'union des arts;8 rue Clément;31000;Toulouse;31555;1.46509;43.60556;True;Validé;38568;42741;42741;false;42741;false;false;;{};{Bus};;;E004I315550322;Espace musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;false;false;false;;false;;2005;5.0;10.0;6.0;8.0;48.0;;0.0;0.0;2.0;;;;;;;;;;;2005;;{};{R};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Synthétique (hors gazon);Intérieur;A partir de 2005;;A partir de 2005;;Privé non commercial;;Association(s);Association(s);;"{""3602""}";Salles de pratiques collectives;43.60556, 1.46509;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550323;Caserne COURREGE- Escadron de la Gendarmerie;202 Avenue Jean Rieux;31000;Toulouse;31555;1.47232;43.5878;True;Validé;38568;42718;42718;true;42717;false;true;Installation militaire;"{""Handicap moteur""}";{Bus};;;E004I315550323;Dojo - Salle de cours collectif;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;false;true;false;true;true;false;;true;;;false;;false;false;;false;;;false;;2005;;3.0;8.0;8.0;64.0;18.0;0.0;0.0;2.0;;;;;;;;;;;2005;Gendarme;{};{};"{""Local de rangement""}";{};{Fuel};Individuel(s), famille(s),Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;A partir de 2005;;Etat;;Etat;Association(s);;"{""8901"",""4301"",""4301"",""4501""}";Salles de pratiques collectives;43.5878, 1.47232;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550323;Caserne COURREGE- Escadron de la Gendarmerie;202 Avenue Jean Rieux;31000;Toulouse;31555;1.47235;43.58778;True;Validé;38568;42718;42718;true;42717;false;true;Installation militaire;"{""Handicap moteur""}";{Bus};;;E006I315550323;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;false;false;false;;false;false;false;false;false;;false;;;;;;;;;0.0;0.0;2.0;;;;;;;;;;;2007;;{};{};"{""Local de rangement""}";{};{};Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etat;;Etat;Association(s);;"{""8901""}";Salles de pratiques collectives;43.58778, 1.47235;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
